date,game,category,sales,first_commission,final_commission,commission_rate_%,year,quarter,game_group
2019-10-01,BET_3,bettting,8804.25,686.79,577.03,6.553993809807763,2019,4,BETTING
2019-10-01,BET_4,bettting,24834.0,2682.14,2417.17,9.73330917290811,2019,4,BETTING
2019-10-01,V-SOCCER_1,virtual,38512.25,1347.97,1412.24,3.6669890749047385,2019,4,VIRTUAL
2019-10-01,V-SOCCER_2,virtual,274.25,15.16,14.25,5.195989061075661,2019,4,VIRTUAL
2019-10-01,V-SOCCER_3,virtual,558.75,40.26,40.1,7.176733780760626,2019,4,VIRTUAL
2019-10-01,V-SOCCER_4,virtual,182.0,16.77,16.46,9.043956043956044,2019,4,VIRTUAL
2020-01-01,FINO,lottery,67309.0,4566.11,4613.67,6.854462256161881,2020,1,FINO
2020-01-01,FINO SELF,lottery,1750.5,73.04,79.63,4.548986003998857,2020,1,FINO
2020-01-01,JACKPOT,lottery,12482.0,1435.9,1645.11,13.179858996955614,2020,1,JACKPOT
2020-01-01,LOTO,lottery,552.5,75.21,81.88,14.819909502262444,2020,1,LOTO
2020-01-01,SEVEN-IN-ROW,lottery,782.0,86.21,93.92,12.010230179028133,2020,1,SEVEN-IN-ROW
2020-01-01,LUCKY-3,lottery,498.5,43.28,47.37,9.502507522567702,2020,1,LUCKY-3
2020-01-01,PLUS-5,lottery,322.5,27.08,28.61,8.871317829457364,2020,1,PLUS-5
2020-01-01,CAST WED,bettting,0.25,0.03,0.03,12.0,2020,1,CAST_GAMES
2020-01-01,CAST SAT,bettting,1.25,0.16,0.17,13.600000000000001,2020,1,CAST_GAMES
2020-01-01,CAST SUN,bettting,28.5,3.79,3.83,13.438596491228068,2020,1,CAST_GAMES
2020-01-01,CASTGOALS,bettting,0.0,0.0,0.0,,2020,1,CAST_GAMES
2020-01-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2020,1,GREYHOUNDS
2020-01-01,BET_1,bettting,14782.5,332.28,381.7,2.5821072213766274,2020,1,BETTING
2020-01-01,BET_2,bettting,7781.0,369.69,422.19,5.425909266161161,2020,1,BETTING
2020-01-01,BET_3,bettting,3987.25,270.95,287.69,7.215248604928208,2020,1,BETTING
2020-01-01,BET_4,bettting,12945.0,1269.44,1315.07,10.158903051371185,2020,1,BETTING
2020-01-01,V-SOCCER_1,virtual,14751.25,516.33,559.63,3.7937801881196513,2020,1,VIRTUAL
2020-01-01,V-SOCCER_2,virtual,400.0,22.04,21.07,5.2675,2020,1,VIRTUAL
2020-01-01,V-SOCCER_3,virtual,433.5,31.19,28.25,6.516724336793541,2020,1,VIRTUAL
2020-01-01,V-SOCCER_4,virtual,75.5,6.95,6.5,8.609271523178808,2020,1,VIRTUAL
2020-04-01,FINO,lottery,48617.0,3296.96,3441.66,7.079128699837504,2020,2,FINO
2020-04-01,FINO SELF,lottery,211.0,8.84,9.55,4.5260663507109005,2020,2,FINO
2020-04-01,JACKPOT,lottery,10341.5,1189.65,1255.85,12.14378958565005,2020,2,JACKPOT
2020-04-01,LOTO,lottery,357.0,48.68,43.81,12.27170868347339,2020,2,LOTO
2020-04-01,SEVEN-IN-ROW,lottery,360.5,39.85,40.34,11.190013869625522,2020,2,SEVEN-IN-ROW
2020-04-01,LUCKY-3,lottery,321.0,28.08,29.02,9.0404984423676,2020,2,LUCKY-3
2020-04-01,PLUS-5,lottery,233.0,19.41,14.06,6.034334763948498,2020,2,PLUS-5
2020-04-01,CAST WED,bettting,0.0,0.0,0.0,,2020,2,CAST_GAMES
2020-04-01,CAST SAT,bettting,7.5,1.0,1.0,13.333333333333334,2020,2,CAST_GAMES
2020-04-01,CAST SUN,bettting,35.25,4.68,4.72,13.390070921985814,2020,2,CAST_GAMES
2020-04-01,CASTGOALS,bettting,2.5,0.3,0.34,13.600000000000001,2020,2,CAST_GAMES
2020-04-01,LUCKYSPIN,virtual,21.25,0.49,0.56,2.635294117647059,2020,2,LUCKYSPIN
2020-04-01,BET_1,bettting,3909.75,88.25,75.41,1.9287678240296695,2020,2,BETTING
2020-04-01,BET_2,bettting,2066.5,98.18,101.47,4.910234696346479,2020,2,BETTING
2020-04-01,BET_3,bettting,3801.75,258.66,268.43,7.060695732228579,2020,2,BETTING
2020-04-01,BET_4,bettting,5152.75,504.97,549.46,10.6634321478822,2020,2,BETTING
2020-04-01,V-SOCCER_1,virtual,20963.75,733.77,821.74,3.9198139645817185,2020,2,VIRTUAL
2020-04-01,V-SOCCER_2,virtual,232.25,12.82,12.39,5.334768568353068,2020,2,VIRTUAL
2020-04-01,V-SOCCER_3,virtual,109.0,7.87,7.47,6.853211009174312,2020,2,VIRTUAL
2020-04-01,V-SOCCER_4,virtual,27.0,2.49,2.52,9.333333333333334,2020,2,VIRTUAL
2020-07-01,FINO,lottery,131352.5,8917.41,9056.46,6.894775508650388,2020,3,FINO
2020-07-01,FINO SELF,lottery,774.0,32.29,34.68,4.48062015503876,2020,3,FINO
2020-07-01,JACKPOT,lottery,25755.5,2962.92,3079.55,11.95686358253577,2020,3,JACKPOT
2020-07-01,LOTO,lottery,1043.0,142.05,141.37,13.554170661553213,2020,3,LOTO
2020-07-01,SEVEN-IN-ROW,lottery,966.0,106.67,107.96,11.175983436853002,2020,3,SEVEN-IN-ROW
2020-07-01,LUCKY-3,lottery,687.5,60.0,64.11,9.325090909090909,2020,3,LUCKY-3
2020-07-01,PLUS-5,lottery,458.0,38.22,56.61,12.360262008733624,2020,3,PLUS-5
2020-07-01,CAST WED,bettting,4.0,0.53,0.48,12.0,2020,3,CAST_GAMES
2020-07-01,CAST SAT,bettting,23.25,3.09,3.11,13.376344086021504,2020,3,CAST_GAMES
2020-07-01,CAST SUN,bettting,95.75,12.73,12.8,13.368146214099216,2020,3,CAST_GAMES
2020-07-01,CASTGOALS,bettting,9.75,1.17,1.33,13.641025641025642,2020,3,CAST_GAMES
2020-07-01,LUCKYSPIN,virtual,15191.0,350.69,382.68,2.519123165031927,2020,3,LUCKYSPIN
2020-07-01,BET_1,bettting,17017.75,382.2,417.88,2.455553760044659,2020,3,BETTING
2020-07-01,BET_2,bettting,12511.5,594.29,572.79,4.57810814051073,2020,3,BETTING
2020-07-01,BET_3,bettting,8980.25,610.61,618.7,6.8895632081512215,2020,3,BETTING
2020-07-01,BET_4,bettting,18015.5,1765.44,1820.36,10.10441009131026,2020,3,BETTING
2020-07-01,V-SOCCER_1,virtual,35598.75,1245.9,1244.54,3.4960216299729625,2020,3,VIRTUAL
2020-07-01,V-SOCCER_2,virtual,1230.25,67.75,65.19,5.298922983133509,2020,3,VIRTUAL
2020-07-01,V-SOCCER_3,virtual,597.0,42.97,43.03,7.207705192629817,2020,3,VIRTUAL
2020-07-01,V-SOCCER_4,virtual,144.75,13.38,11.95,8.255613126079448,2020,3,VIRTUAL
2020-10-01,FINO,lottery,40998.5,2782.14,2772.35,6.762076661341268,2020,4,FINO
2020-10-01,FINO SELF,lottery,71.0,2.98,3.36,4.732394366197183,2020,4,FINO
2020-10-01,JACKPOT,lottery,8637.5,993.49,1148.9,13.301302460202605,2020,4,JACKPOT
2020-10-01,LOTO,lottery,306.5,41.73,46.31,15.109298531810767,2020,4,LOTO
2020-10-01,SEVEN-IN-ROW,lottery,251.0,27.71,29.35,11.693227091633467,2020,4,SEVEN-IN-ROW
2020-10-01,LUCKY-3,lottery,179.5,15.7,14.72,8.200557103064067,2020,4,LUCKY-3
2020-10-01,PLUS-5,lottery,160.5,13.37,9.24,5.757009345794393,2020,4,PLUS-5
2020-10-01,CAST WED,bettting,20.5,2.73,3.21,15.658536585365853,2020,4,CAST_GAMES
2020-10-01,CAST SAT,bettting,30.0,3.99,4.05,13.499999999999998,2020,4,CAST_GAMES
2020-10-01,CAST SUN,bettting,46.5,6.2,6.25,13.440860215053762,2020,4,CAST_GAMES
2020-10-01,CASTGOALS,bettting,2.5,0.3,0.35,13.999999999999998,2020,4,CAST_GAMES
2020-10-01,LUCKYSPIN,virtual,2528.5,58.24,65.69,2.5979829938698833,2020,4,LUCKYSPIN
2020-10-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2020,4,GREYHOUNDS
2020-10-01,BET_1,bettting,2046.5,46.05,55.98,2.7354019056926457,2020,4,BETTING
2020-10-01,BET_2,bettting,1422.75,67.58,73.68,5.178703215603584,2020,4,BETTING
2020-10-01,BET_3,bettting,2345.5,159.5,174.12,7.42357706246003,2020,4,BETTING
2020-10-01,BET_4,bettting,7899.25,774.14,788.04,9.976136975029275,2020,4,BETTING
2020-10-01,V-SOCCER_1,virtual,8710.5,304.88,372.89,4.280925320016073,2020,4,VIRTUAL
2020-10-01,V-SOCCER_2,virtual,482.75,26.59,24.56,5.0875194199896425,2020,4,VIRTUAL
2020-10-01,V-SOCCER_3,virtual,412.5,29.69,28.34,6.870303030303031,2020,4,VIRTUAL
2020-10-01,V-SOCCER_4,virtual,42.75,3.93,3.95,9.239766081871345,2020,4,VIRTUAL
2021-01-01,FINO,lottery,8710.0,592.1,647.6,7.435132032146957,2021,1,FINO
2021-01-01,FINO SELF,lottery,26.0,1.13,1.25,4.807692307692308,2021,1,FINO
2021-01-01,JACKPOT,lottery,1605.0,184.62,265.86,16.56448598130841,2021,1,JACKPOT
2021-01-01,LOTO,lottery,67.0,9.11,8.85,13.208955223880597,2021,1,LOTO
2021-01-01,SEVEN-IN-ROW,lottery,40.5,4.47,4.16,10.271604938271606,2021,1,SEVEN-IN-ROW
2021-01-01,LUCKY-3,lottery,20.0,1.83,1.46,7.3,2021,1,LUCKY-3
2021-01-01,PLUS-5,lottery,40.5,3.65,3.96,9.777777777777779,2021,1,PLUS-5
2021-01-01,CAST WED,bettting,0.0,0.0,0.0,,2021,1,CAST_GAMES
2021-01-01,CAST SAT,bettting,0.0,0.0,0.0,,2021,1,CAST_GAMES
2021-01-01,CAST SUN,bettting,1.5,0.2,0.22,14.666666666666666,2021,1,CAST_GAMES
2021-01-01,CASTGOALS,bettting,0.0,0.0,0.0,,2021,1,CAST_GAMES
2021-01-01,LUCKYSPIN,virtual,2005.25,46.18,48.82,2.434609150978681,2021,1,LUCKYSPIN
2021-01-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2021,1,GREYHOUNDS
2021-01-01,BET_1,bettting,1736.0,39.0,44.69,2.5743087557603688,2021,1,BETTING
2021-01-01,BET_2,bettting,623.75,29.63,37.51,6.013627254509018,2021,1,BETTING
2021-01-01,BET_3,bettting,291.5,19.83,23.05,7.907375643224699,2021,1,BETTING
2021-01-01,BET_4,bettting,903.0,88.48,96.68,10.70653377630122,2021,1,BETTING
2021-01-01,V-SOCCER_1,virtual,2461.75,86.18,96.81,3.932568294912156,2021,1,VIRTUAL
2021-01-01,V-SOCCER_2,virtual,59.5,3.28,3.32,5.579831932773109,2021,1,VIRTUAL
2021-01-01,V-SOCCER_3,virtual,52.0,3.75,4.05,7.788461538461538,2021,1,VIRTUAL
2021-01-01,V-SOCCER_4,virtual,6.25,0.57,0.54,8.64,2021,1,VIRTUAL
2021-04-01,FINO,lottery,88104.5,6439.73,6614.9,7.5080160491234835,2021,2,FINO
2021-04-01,FINO SELF,lottery,579.0,27.56,27.95,4.827288428324698,2021,2,FINO
2021-04-01,JACKPOT,lottery,9747.0,1218.54,1246.49,12.7884477275059,2021,2,JACKPOT
2021-04-01,LOTO,lottery,591.0,85.78,77.85,13.172588832487309,2021,2,LOTO
2021-04-01,SEVEN-IN-ROW,lottery,732.5,85.73,83.06,11.33924914675768,2021,2,SEVEN-IN-ROW
2021-04-01,LUCKY-3,lottery,357.5,34.72,34.65,9.692307692307692,2021,2,LUCKY-3
2021-04-01,PLUS-5,lottery,381.5,36.96,33.43,8.762778505897773,2021,2,PLUS-5
2021-04-01,CAST WED,bettting,2.0,0.29,0.2,10.0,2021,2,CAST_GAMES
2021-04-01,CAST SAT,bettting,19.0,2.71,2.22,11.68421052631579,2021,2,CAST_GAMES
2021-04-01,CAST SUN,bettting,18.75,2.67,2.71,14.453333333333331,2021,2,CAST_GAMES
2021-04-01,CASTGOALS,bettting,10.25,1.52,0.65,6.341463414634147,2021,2,CAST_GAMES
2021-04-01,LUCKYSPIN,virtual,17572.75,457.53,486.85,2.7704827076012575,2021,2,LUCKYSPIN
2021-04-01,GREYHOUNDS,bettting,10.0,0.29,0.34,3.4000000000000004,2021,2,GREYHOUNDS
2021-04-01,BET_1,bettting,10379.5,254.29,316.57,3.049954236716605,2021,2,BETTING
2021-04-01,BET_2,bettting,3121.0,162.26,176.03,5.640179429669978,2021,2,BETTING
2021-04-01,BET_3,bettting,3172.0,231.42,224.17,7.067150063051702,2021,2,BETTING
2021-04-01,BET_4,bettting,6941.5,735.84,725.52,10.451919613916301,2021,2,BETTING
2021-04-01,V-SOCCER_1,virtual,13659.5,519.08,536.41,3.9270105055089863,2021,2,VIRTUAL
2021-04-01,V-SOCCER_2,virtual,1740.75,102.7,90.62,5.205802096797358,2021,2,VIRTUAL
2021-04-01,V-SOCCER_3,virtual,571.25,44.58,39.95,6.9934354485776815,2021,2,VIRTUAL
2021-04-01,V-SOCCER_4,virtual,56.5,5.63,5.54,9.805309734513274,2021,2,VIRTUAL
2021-07-01,FINO,lottery,117831.5,8611.52,8845.79,7.507152162197715,2021,3,FINO
2021-07-01,FINO SELF,lottery,991.0,46.58,46.24,4.6659939455095865,2021,3,FINO
2021-07-01,JACKPOT,lottery,17975.0,2247.12,2358.95,13.123504867872043,2021,3,JACKPOT
2021-07-01,LOTO,lottery,1650.5,239.4,249.22,15.099666767646166,2021,3,LOTO
2021-07-01,SEVEN-IN-ROW,lottery,981.5,114.9,121.52,12.381049414161996,2021,3,SEVEN-IN-ROW
2021-07-01,LUCKY-3,lottery,2390.5,231.94,232.34,9.719305584605731,2021,3,LUCKY-3
2021-07-01,PLUS-5,lottery,438.5,42.52,52.18,11.899657924743444,2021,3,PLUS-5
2021-07-01,CAST WED,bettting,15.0,2.15,2.08,13.866666666666665,2021,3,CAST_GAMES
2021-07-01,CAST SAT,bettting,28.0,3.99,4.01,14.321428571428571,2021,3,CAST_GAMES
2021-07-01,CAST SUN,bettting,141.5,20.23,20.36,14.3886925795053,2021,3,CAST_GAMES
2021-07-01,CASTGOALS,bettting,10.0,1.48,1.46,14.6,2021,3,CAST_GAMES
2021-07-01,LUCKYSPIN,virtual,15703.25,408.9,434.61,2.767643640647637,2021,3,LUCKYSPIN
2021-07-01,GREYHOUNDS,bettting,120.0,3.48,4.77,3.974999999999999,2021,3,GREYHOUNDS
2021-07-01,BET_1,bettting,9209.5,225.61,221.4,2.4040393072370922,2021,3,BETTING
2021-07-01,BET_2,bettting,4611.0,239.85,238.21,5.166124484927348,2021,3,BETTING
2021-07-01,BET_3,bettting,4779.75,348.96,347.11,7.262095297871228,2021,3,BETTING
2021-07-01,BET_4,bettting,14771.5,1565.77,1536.57,10.40226111092306,2021,3,BETTING
2021-07-01,V-SOCCER_1,virtual,20194.0,767.4,726.57,3.5979498861047836,2021,3,VIRTUAL
2021-07-01,V-SOCCER_2,virtual,1872.0,110.45,98.19,5.2451923076923075,2021,3,VIRTUAL
2021-07-01,V-SOCCER_3,virtual,382.75,29.88,28.67,7.490529065969954,2021,3,VIRTUAL
2021-07-01,V-SOCCER_4,virtual,45.25,4.5,4.24,9.370165745856355,2021,3,VIRTUAL
2021-10-01,FINO,lottery,94880.0,6935.36,7184.76,7.572470489038786,2021,4,FINO
2021-10-01,FINO SELF,lottery,509.0,24.15,24.81,4.87426326129666,2021,4,FINO
2021-10-01,JACKPOT,lottery,11950.5,1493.97,1388.47,11.618509685787206,2021,4,JACKPOT
2021-10-01,LOTO,lottery,2869.5,416.19,413.75,14.418888308067606,2021,4,LOTO
2021-10-01,SEVEN-IN-ROW,lottery,533.5,62.5,47.02,8.813495782567948,2021,4,SEVEN-IN-ROW
2021-10-01,LUCKY-3,lottery,751.5,73.02,73.14,9.732534930139721,2021,4,LUCKY-3
2021-10-01,PLUS-5,lottery,368.5,35.72,44.11,11.970149253731343,2021,4,PLUS-5
2021-10-01,CAST WED,bettting,0.25,0.04,0.05,20.0,2021,4,CAST_GAMES
2021-10-01,CAST SAT,bettting,2.5,0.36,0.39,15.6,2021,4,CAST_GAMES
2021-10-01,CAST SUN,bettting,35.75,5.11,5.1,14.265734265734265,2021,4,CAST_GAMES
2021-10-01,CASTGOALS,bettting,11.25,1.67,2.64,23.46666666666667,2021,4,CAST_GAMES
2021-10-01,LUCKYSPIN,virtual,44914.0,1169.69,1223.74,2.7246292915349333,2021,4,LUCKYSPIN
2021-10-01,GREYHOUNDS,bettting,2.25,0.07,0.07,3.111111111111111,2021,4,GREYHOUNDS
2021-10-01,BET_1,bettting,6022.25,147.76,133.35,2.2142886794802608,2021,4,BETTING
2021-10-01,BET_2,bettting,6454.25,331.2,290.88,4.506797846380292,2021,4,BETTING
2021-10-01,BET_3,bettting,3984.5,287.81,266.26,6.682394277826578,2021,4,BETTING
2021-10-01,BET_4,bettting,14601.75,1523.59,1559.42,10.679678805622613,2021,4,BETTING
2021-10-01,V-SOCCER_1,virtual,12693.5,482.37,457.16,3.601528341277032,2021,4,VIRTUAL
2021-10-01,V-SOCCER_2,virtual,317.75,18.74,15.18,4.777340676632573,2021,4,VIRTUAL
2021-10-01,V-SOCCER_3,virtual,45.75,3.59,3.25,7.103825136612022,2021,4,VIRTUAL
2021-10-01,V-SOCCER_4,virtual,70.75,7.0,5.76,8.141342756183745,2021,4,VIRTUAL
2022-01-01,FINO,lottery,68677.5,5021.88,5082.67,7.400779003312584,2022,1,FINO
2022-01-01,FINO SELF,lottery,258.0,12.21,13.14,5.093023255813954,2022,1,FINO
2022-01-01,JACKPOT,lottery,12595.0,1574.48,1638.24,13.007066296149267,2022,1,JACKPOT
2022-01-01,LOTO,lottery,1890.5,274.22,292.93,15.494842634223751,2022,1,LOTO
2022-01-01,SEVEN-IN-ROW,lottery,622.5,72.89,58.29,9.363855421686747,2022,1,SEVEN-IN-ROW
2022-01-01,LUCKY-3,lottery,535.0,51.93,50.56,9.450467289719626,2022,1,LUCKY-3
2022-01-01,PLUS-5,lottery,351.5,34.02,30.44,8.660028449502134,2022,1,PLUS-5
2022-01-01,CAST WED,bettting,18.0,2.57,2.6,14.444444444444446,2022,1,CAST_GAMES
2022-01-01,CAST SAT,bettting,2.25,0.32,0.33,14.666666666666666,2022,1,CAST_GAMES
2022-01-01,CAST SUN,bettting,24.0,3.43,3.51,14.625,2022,1,CAST_GAMES
2022-01-01,CASTGOALS,bettting,6.25,0.93,0.93,14.88,2022,1,CAST_GAMES
2022-01-01,LUCKYSPIN,virtual,15438.75,402.04,425.29,2.754691927779127,2022,1,LUCKYSPIN
2022-01-01,GREYHOUNDS,bettting,43.0,1.25,0.98,2.27906976744186,2022,1,GREYHOUNDS
2022-01-01,BET_1,bettting,10170.25,248.62,231.66,2.2778201125832696,2022,1,BETTING
2022-01-01,BET_2,bettting,6010.5,300.66,322.99,5.373762582147908,2022,1,BETTING
2022-01-01,BET_3,bettting,4859.75,340.3,360.35,7.4149904830495394,2022,1,BETTING
2022-01-01,BET_4,bettting,14227.5,1422.96,1468.42,10.320998067123528,2022,1,BETTING
2022-01-01,V-SOCCER_1,virtual,43295.25,1645.25,1591.58,3.6761076561516557,2022,1,VIRTUAL
2022-01-01,V-SOCCER_2,virtual,5044.0,297.63,256.38,5.0828707375099125,2022,1,VIRTUAL
2022-01-01,V-SOCCER_3,virtual,2518.5,196.49,183.79,7.297597776454238,2022,1,VIRTUAL
2022-01-01,V-SOCCER_4,virtual,179.75,17.79,14.64,8.144645340751042,2022,1,VIRTUAL
2022-04-01,FINO,lottery,66667.0,4873.77,4994.38,7.491532542337288,2022,2,FINO
2022-04-01,FINO SELF,lottery,900.5,42.1,43.93,4.878400888395336,2022,2,FINO
2022-04-01,JACKPOT,lottery,12999.0,1625.05,1676.72,12.898838372182475,2022,2,JACKPOT
2022-04-01,LOTO,lottery,1208.0,175.3,159.28,13.185430463576159,2022,2,LOTO
2022-04-01,SEVEN-IN-ROW,lottery,715.5,83.74,55.36,7.737246680642906,2022,2,SEVEN-IN-ROW
2022-04-01,LUCKY-3,lottery,448.5,43.57,47.7,10.635451505016723,2022,2,LUCKY-3
2022-04-01,PLUS-5,lottery,220.5,21.4,29.15,13.219954648526077,2022,2,PLUS-5
2022-04-01,CAST WED,bettting,32.0,4.58,4.34,13.5625,2022,2,CAST_GAMES
2022-04-01,CAST SAT,bettting,20.0,2.86,2.89,14.450000000000001,2022,2,CAST_GAMES
2022-04-01,CAST SUN,bettting,15.0,2.14,2.18,14.533333333333335,2022,2,CAST_GAMES
2022-04-01,CASTGOALS,bettting,6.25,0.93,0.92,14.719999999999999,2022,2,CAST_GAMES
2022-04-01,LUCKYSPIN,virtual,28500.5,742.74,791.7,2.777846002701707,2022,2,LUCKYSPIN
2022-04-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2022,2,GREYHOUNDS
2022-04-01,BET_1,bettting,13652.0,318.85,276.2,2.023146791678875,2022,2,BETTING
2022-04-01,BET_2,bettting,4090.75,201.24,209.36,5.117887917863473,2022,2,BETTING
2022-04-01,BET_3,bettting,2584.25,180.38,185.0,7.158750120924832,2022,2,BETTING
2022-04-01,BET_4,bettting,10119.25,1002.37,967.48,9.560787607777256,2022,2,BETTING
2022-04-01,V-SOCCER_1,virtual,20634.75,764.59,761.24,3.68911666000315,2022,2,VIRTUAL
2022-04-01,V-SOCCER_2,virtual,712.0,42.01,36.58,5.137640449438202,2022,2,VIRTUAL
2022-04-01,V-SOCCER_3,virtual,335.25,26.18,24.65,7.3527218493661435,2022,2,VIRTUAL
2022-04-01,V-SOCCER_4,virtual,109.0,10.8,9.61,8.81651376146789,2022,2,VIRTUAL
2022-07-01,FINO,lottery,96019.0,6826.87,6887.78,7.173351107593288,2022,3,FINO
2022-07-01,FINO SELF,lottery,1726.0,80.81,86.9,5.03476245654693,2022,3,FINO
2022-07-01,JACKPOT,lottery,24807.5,3101.25,3253.88,13.116517182303738,2022,3,JACKPOT
2022-07-01,LOTO,lottery,1765.5,256.1,253.34,14.349476069102238,2022,3,LOTO
2022-07-01,SEVEN-IN-ROW,lottery,992.0,116.09,117.73,11.867943548387098,2022,3,SEVEN-IN-ROW
2022-07-01,LUCKY-3,lottery,386.0,37.53,31.26,8.098445595854923,2022,3,LUCKY-3
2022-07-01,PLUS-5,lottery,346.0,33.5,37.23,10.760115606936417,2022,3,PLUS-5
2022-07-01,CAST WED,bettting,39.0,5.57,5.9,15.12820512820513,2022,3,CAST_GAMES
2022-07-01,CAST SAT,bettting,32.75,4.69,4.67,14.259541984732824,2022,3,CAST_GAMES
2022-07-01,CAST SUN,bettting,116.75,16.7,16.74,14.338329764453961,2022,3,CAST_GAMES
2022-07-01,CASTGOALS,bettting,13.75,2.04,2.02,14.690909090909091,2022,3,CAST_GAMES
2022-07-01,LUCKYSPIN,virtual,39112.25,1019.25,1100.72,2.814258959788813,2022,3,LUCKYSPIN
2022-07-01,GREYHOUNDS,bettting,0.5,0.01,0.01,2.0,2022,3,GREYHOUNDS
2022-07-01,BET_1,bettting,21254.25,467.51,446.97,2.1029676417657646,2022,3,BETTING
2022-07-01,BET_2,bettting,4879.75,233.69,231.08,4.7354884983861885,2022,3,BETTING
2022-07-01,BET_3,bettting,6017.5,413.05,393.05,6.531782301620274,2022,3,BETTING
2022-07-01,BET_4,bettting,17386.0,1680.11,1633.61,9.39612331761187,2022,3,BETTING
2022-07-01,V-SOCCER_1,virtual,28057.75,981.98,1016.82,3.6240254475145015,2022,3,VIRTUAL
2022-07-01,V-SOCCER_2,virtual,1083.5,63.95,59.24,5.467466543608675,2022,3,VIRTUAL
2022-07-01,V-SOCCER_3,virtual,458.0,35.76,32.86,7.17467248908297,2022,3,VIRTUAL
2022-07-01,V-SOCCER_4,virtual,201.25,19.89,17.18,8.53664596273292,2022,3,VIRTUAL
2022-10-01,FINO,lottery,90895.0,6632.85,6583.16,7.242598602783431,2022,4,FINO
2022-10-01,FINO SELF,lottery,835.0,39.25,41.26,4.9413173652694615,2022,4,FINO
2022-10-01,JACKPOT,lottery,17496.0,2187.3,2086.3,11.924439871970737,2022,4,JACKPOT
2022-10-01,LOTO,lottery,1117.0,162.14,154.97,13.873769024171889,2022,4,LOTO
2022-10-01,SEVEN-IN-ROW,lottery,702.0,82.25,83.58,11.905982905982906,2022,4,SEVEN-IN-ROW
2022-10-01,LUCKY-3,lottery,428.5,41.55,43.97,10.261376896149358,2022,4,LUCKY-3
2022-10-01,PLUS-5,lottery,257.0,24.93,34.74,13.517509727626459,2022,4,PLUS-5
2022-10-01,CAST WED,bettting,0.0,0.0,0.0,,2022,4,CAST_GAMES
2022-10-01,CAST SAT,bettting,31.75,4.53,4.44,13.984251968503939,2022,4,CAST_GAMES
2022-10-01,CAST SUN,bettting,35.0,4.99,5.05,14.428571428571427,2022,4,CAST_GAMES
2022-10-01,CASTGOALS,bettting,0.0,0.0,0.0,,2022,4,CAST_GAMES
2022-10-01,LUCKYSPIN,virtual,21480.25,559.01,627.66,2.9220330303418254,2022,4,LUCKYSPIN
2022-10-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2022,4,GREYHOUNDS
2022-10-01,BET_1,bettting,26964.5,444.43,351.0,1.3017115095774074,2022,4,BETTING
2022-10-01,BET_2,bettting,9491.5,369.6,364.78,3.843228151503977,2022,4,BETTING
2022-10-01,BET_3,bettting,6133.5,346.1,324.17,5.285236814217005,2022,4,BETTING
2022-10-01,BET_4,bettting,19484.5,1575.91,1466.73,7.527675844902358,2022,4,BETTING
2022-10-01,V-SOCCER_1,virtual,37818.0,1323.69,1323.75,3.5003173092178326,2022,4,VIRTUAL
2022-10-01,V-SOCCER_2,virtual,9201.75,542.93,485.03,5.271062569619909,2022,4,VIRTUAL
2022-10-01,V-SOCCER_3,virtual,1094.75,85.43,77.53,7.0819821877140905,2022,4,VIRTUAL
2022-10-01,V-SOCCER_4,virtual,229.5,22.71,20.24,8.81917211328976,2022,4,VIRTUAL
2023-01-01,FINO,lottery,110623.0,8083.92,8396.59,7.590275078419497,2023,1,FINO
2023-01-01,FINO SELF,lottery,1326.5,61.96,62.38,4.702600829249906,2023,1,FINO
2023-01-01,JACKPOT,lottery,15993.5,1999.41,2091.13,13.0748741676306,2023,1,JACKPOT
2023-01-01,LOTO,lottery,1232.5,178.79,172.13,13.965922920892496,2023,1,LOTO
2023-01-01,SEVEN-IN-ROW,lottery,690.5,80.84,93.82,13.58725561187545,2023,1,SEVEN-IN-ROW
2023-01-01,LUCKY-3,lottery,330.5,32.16,33.38,10.099848714069593,2023,1,LUCKY-3
2023-01-01,PLUS-5,lottery,253.5,24.57,22.93,9.045364891518739,2023,1,PLUS-5
2023-01-01,CAST WED,bettting,12.0,1.71,1.74,14.499999999999998,2023,1,CAST_GAMES
2023-01-01,CAST SAT,bettting,40.5,5.79,6.12,15.11111111111111,2023,1,CAST_GAMES
2023-01-01,CAST SUN,bettting,33.5,4.78,4.81,14.35820895522388,2023,1,CAST_GAMES
2023-01-01,CASTGOALS,bettting,0.0,0.0,0.0,,2023,1,CAST_GAMES
2023-01-01,LUCKYSPIN,virtual,29700.25,773.42,866.18,2.9164064275553234,2023,1,LUCKYSPIN
2023-01-01,GREYHOUNDS,bettting,0.0,0.0,0.0,,2023,1,GREYHOUNDS
2023-01-01,BET_1,bettting,16514.5,247.19,258.81,1.5671682460867722,2023,1,BETTING
2023-01-01,BET_2,bettting,6142.0,215.07,246.74,4.0172582220774995,2023,1,BETTING
2023-01-01,BET_3,bettting,3781.75,189.26,214.29,5.666424274476102,2023,1,BETTING
2023-01-01,BET_4,bettting,17898.0,1288.6,1458.45,8.148675829701643,2023,1,BETTING
